block_number,price,percentagePlus1,percentagePlus2,percentagePlus3,percentagePlus4,percentagePlus5,percentagePlus6,percentagePlus7,percentagePlus8,percentagePlus9,percentagePlus10
6933799,10000000000,85.37,59.26,59.77,63.64,50.37,54.40,40.00,98.29,100.00,28.57
6933810,3000000000,0.76,48.24,72.34,52.46,17.89,2.63,1.57,3.60,27.47,24.07
6933954,2600000000,8.78,16.00,55.00,94.94,6.86,19.64,24.19,37.50,23.64,16.28
6933397,2300000000,1.61,37.62,28.00,1.59,0.62,21.67,0.74,0.75,7.92,5.34
6933522,2200000000,93.94,1.06,0.55,0.70,6.67,6.67,8.51,3.51,2.27,20.00
6933564,2500000000,6.33,16.67,0.82,14.29,5.00,11.34,0.70,22.83,20.48,1.35
6933576,2200000000,6.84,14.14,50.00,14.29,1.48,0.80,19.51,0.95,20.00,2.22
6933987,3900000000,45.54,60.00,34.35,17.74,35.00,39.24,37.62,29.85,1.59,16.88
6933417,9000000000,38.71,52.94,2.13,58.26,22.30,97.06,14.29,53.97,100.00,10.53
6933432,3000000000,9.38,14.52,1.49,53.66,52.00,1.59,27.48,33.33,26.58,50.00
6933605,2200000000,13.10,3.23,2.22,14.29,54.47,0.95,20.00,6.84,14.14,50.00
6933761,2500000000,77.78,0.45,0.81,-1.00,60.00,37.25,20.90,3.03,-1.00,25.00
6933786,3000000000,70.35,66.67,29.01,26.19,0.80,0.65,3.07,82.61,18.24,1.69
6934005,2200000000,50.00,57.55,10.34,1.96,71.79,58.06,1.47,26.09,32.14,100.00
6934010,3000000000,28.68,43.75,12.88,2.15,58.33,22.81,32.14,24.24,91.30,1.63
6933385,10000000000,79.31,52.89,54.19,68.75,41.38,68.00,38.89,8.33,79.10,72.50
6933563,2100000000,1.35,2.04,1.10,4.00,0.82,7.23,1.54,7.45,10.00,0.58
6933783,10000000000,40.00,98.29,28.57,50.37,54.40,59.77,63.64,100.00,85.37,59.26
6933826,2200000000,3.23,20.00,2.22,6.84,14.14,14.29,0.95,50.00,1.48,0.80
6933880,2100000000,50.00,0.62,5.88,10.17,6.98,20.00,0.80,3.03,100.00,16.67
6933398,3900000000,35.00,39.24,1.49,58.54,1.59,16.88,17.74,34.35,-1.00,-1.00
6933904,10000000000,79.31,68.00,38.89,41.38,8.33,79.10,72.50,52.89,54.19,68.75
6933929,2300000000,16.67,0.80,66.83,17.65,1.69,8.59,16.33,3.03,0.59,1.28
6933960,3000000000,37.21,48.39,-1.00,2.50,18.18,18.18,28.12,10.00,18.18,71.55
6934000,10000000000,63.77,64.42,59.88,54.08,66.67,70.42,53.45,100.00,71.43,69.12
6933457,3900000000,58.54,50.00,1.59,34.35,16.88,17.74,35.00,39.24,1.49,13.87
6933653,3000000000,26.32,0.90,8.75,51.52,7.69,55.28,6.25,20.00,0.57,34.40
6933875,2100000000,11.11,10.00,10.00,12.40,4.23,32.00,2.38,6.25,0.68,3.33
6933897,2386578227,66.67,0.50,-1.00,37.50,5.41,20.31,-1.00,-1.00,20.97,31.08
6933858,2100000000,1.30,0.74,37.62,0.75,12.00,1.59,1.53,89.29,0.62,2.97
6933869,2640000000,19.23,54.17,8.33,63.41,0.94,1.22,1.19,1.72,0.77,0.95
6933682,3000000000,70.83,40.35,27.85,20.00,34.12,2.78,17.95,31.90,25.00,64.29
6933813,3000000000,70.35,66.67,1.69,29.01,18.24,26.19,0.80,3.03,3.07,82.61
6933816,2500000000,31.03,1.08,-1.00,14.29,48.89,13.86,0.90,45.45,66.01,3.51
6933908,2200000000,13.39,25.00,2.56,41.67,81.46,1.19,2.50,7.14,21.74,18.42
6933490,3000000000,33.33,26.58,50.00,5.78,25.42,14.52,1.49,53.66,55.00,0.52
6933493,3000000000,43.84,38.04,80.77,3.03,10.00,22.94,14.29,0.98,23.17,54.05
6933615,2500000000,16.67,11.34,22.83,14.29,5.00,6.33,20.48,1.35,0.70,0.82
6933675,6000000000,53.73,58.75,20.74,55.45,48.51,49.43,31.40,89.29,35.06,41.09
6933888,4000000000,5.26,68.00,34.25,70.59,48.89,-1.00,10.56,20.00,72.41,36.05
6933612,2200000000,20.00,50.00,14.29,14.81,2.22,6.84,14.14,1.48,0.80,19.51
6933956,2759734681,50.00,11.76,14.29,2.54,32.53,5.80,17.71,6.25,3.33,74.51
6933582,3000000000,80.77,43.84,10.00,22.94,14.29,0.98,38.04,23.17,3.03,54.05
6933805,2300000000,0.75,7.92,28.00,5.34,0.74,37.62,1.59,0.62,1.61,21.67
6934008,10000000000,62.60,85.06,33.92,25.00,2.33,80.51,84.39,16.67,77.50,11.11
6933651,2200000000,2.00,4.35,2.22,0.91,2.70,2.33,45.59,1.54,0.89,86.79
6933999,2100000000,0.78,7.14,-1.00,0.66,43.41,10.00,0.62,0.64,-1.00,4.55
6933377,10000000000,54.19,68.75,68.00,62.79,35.29,82.79,41.38,-1.00,-1.00,-1.00
6933463,3080000000,94.12,14.29,100.00,24.09,5.26,2.70,29.41,2.13,15.87,100.00
6933589,10000000000,48.84,56.70,64.75,62.65,39.19,89.80,49.45,100.00,57.04,64.13
6933595,3080000000,17.86,20.00,50.00,36.04,3.23,0.95,2.22,45.30,26.26,58.54
6933631,2200000000,13.10,54.47,3.23,0.95,6.84,14.14,50.00,20.00,2.22,14.29
6933428,2300000000,1.30,0.83,0.65,-1.00,-1.00,57.14,-1.00,0.61,-1.00,-1.00
6933517,2860000000,0.62,48.89,9.03,-1.00,-1.00,1.20,-1.00,64.29,86.79,55.32
6933807,2300000000,0.64,34.04,82.84,22.62,1.28,-1.00,12.80,5.00,9.63,2.33
6933980,2200000000,3.51,2.27,20.00,84.62,0.55,8.51,0.70,6.67,1.06,6.67
6933984,2500000000,77.78,-1.00,0.45,60.00,0.81,-1.00,37.25,9.80,33.07,7.14
6933401,3000000000,-1.00,-1.00,-1.00,26.58,50.00,25.42,-1.00,1.49,53.66,5.78
6933668,2200000000,14.14,54.47,0.95,6.84,2.22,50.00,14.29,13.10,3.23,20.00
6933818,2200000000,2.63,61.90,45.83,76.09,1.79,2.13,3.03,10.53,10.71,7.35
6933941,2200000000,93.94,8.51,2.27,20.00,1.06,6.67,0.55,3.51,0.70,6.67
6933952,4550000000,20.00,37.50,6.67,69.23,40.52,25.00,42.19,87.50,50.88,78.57
6933441,9000000000,38.71,58.26,22.30,97.06,52.94,10.53,14.29,2.13,53.97,100.00
6933822,2200000000,45.83,10.71,28.12,61.90,2.13,76.09,10.53,7.35,1.79,3.03
6933883,4000000000,3.45,32.95,44.44,36.27,-1.00,56.25,78.26,34.48,15.43,52.38
6933894,2200000000,9.80,21.82,4.80,50.00,13.33,34.21,5.26,11.21,93.67,5.56
6933391,2300000000,-1.00,-1.00,0.74,37.62,0.75,7.92,28.00,1.59,-1.00,-1.00
6933663,3000000000,0.65,3.07,18.24,26.19,66.67,82.61,1.69,29.01,0.80,70.35
6933854,10000000000,58.97,16.67,73.33,74.47,82.35,70.41,14.29,89.53,80.88,32.19
6933681,2500000000,20.90,-1.00,60.00,37.25,9.80,3.03,77.78,0.45,0.81,-1.00
6933730,2400000000,11.56,-1.00,0.68,2.00,1.08,36.67,1.72,1.49,5.81,100.00
6933754,2759734681,5.80,6.25,0.77,8.33,50.00,11.76,14.29,74.51,17.71,2.54
6933882,2300000000,0.67,1.39,0.62,4.76,-1.00,41.46,0.65,4.35,0.69,3.45
6933903,2400000000,60.47,58.18,5.26,6.52,7.14,0.75,10.00,0.74,0.66,33.33
6933905,3000000000,-1.00,0.65,3.07,24.09,15.38,20.61,1.30,64.29,31.55,51.24
6933933,2500000000,96.97,23.81,2.33,12.87,7.64,1.06,11.85,48.28,45.56,64.71
6933927,2300000000,20.31,5.56,19.67,2.63,22.22,1.56,0.69,0.63,0.79,31.03
6933559,3000000000,22.66,32.65,23.08,43.84,92.59,16.67,46.67,7.38,17.31,55.56
6933683,2500000000,17.60,85.21,5.00,48.28,0.64,38.30,11.85,23.81,2.33,12.87
6933845,3000000000,65.00,25.00,2.56,36.84,85.43,12.50,3.70,62.50,1.19,43.18
6933876,2759734681,14.29,17.71,50.00,3.33,32.53,5.80,11.76,74.51,6.25,1.85
6933386,10000000000,68.00,79.31,54.19,68.75,41.38,79.10,72.50,82.79,38.89,8.33
6933572,8000000000,83.87,47.90,5.00,54.43,16.67,60.00,-1.00,68.42,2.38,100.00
6933642,2500000000,1.28,-1.00,0.64,5.00,11.85,32.43,17.60,38.30,85.21,23.81
6933892,2386578227,-1.00,17.86,20.97,94.94,5.88,15.50,37.50,-1.00,15.20,55.00
6933508,3000000000,1.69,29.01,70.35,66.67,3.07,18.24,0.80,3.03,82.61,26.19
6933808,10000000000,39.19,72.15,16.67,64.13,62.65,89.80,49.45,56.70,57.04,64.75
6933577,2420000000,16.67,0.76,0.79,16.47,74.84,7.56,8.13,2.63,1.80,-1.00
6933609,4550000000,13.95,-1.00,14.06,2.27,43.62,53.76,91.40,-1.00,-1.00,10.07
6933633,2860000000,48.33,55.32,1.08,100.00,48.89,9.03,2.00,64.29,0.62,86.79
6933674,3000000000,1.05,43.62,3.85,47.06,21.57,75.70,12.50,49.61,7.14,35.85
6933953,3000000000,69.59,0.91,52.48,0.67,69.39,2.78,39.44,33.33,25.77,12.33
6933394,2100000000,0.75,1.59,0.62,89.29,1.30,2.97,12.00,1.53,0.74,37.62
6933433,2500000000,0.52,21.74,0.68,5.88,0.54,58.82,26.47,1.12,27.34,0.71
6933454,3000000000,-1.00,-1.00,43.84,22.94,14.29,0.98,38.04,-1.00,-1.00,10.00
6933711,2300000000,8.59,16.33,16.67,66.83,17.65,3.03,1.28,0.80,1.69,0.59
6933734,3000000000,12.07,86.36,15.15,25.61,75.00,35.19,22.22,18.18,9.52,1.22
6933744,10000000000,1.28,-1.00,65.85,86.49,64.10,79.20,85.11,91.12,88.46,33.33
6933891,4000000000,52.38,44.44,78.26,3.45,34.48,32.95,36.27,15.43,-1.00,56.25
6933994,2100000000,0.64,7.14,5.56,0.62,3.70,4.55,-1.00,0.66,43.41,10.00
6933392,2300000000,5.34,-1.00,7.92,28.00,0.75,1.59,-1.00,-1.00,0.74,37.62
6933499,2200000000,27.59,5.10,5.00,21.43,2.33,11.88,35.56,35.29,82.84,8.89
6933513,3000000000,100.00,100.00,24.09,5.26,15.38,20.61,31.55,14.29,2.13,15.87
6933619,2200000000,20.00,84.62,3.51,0.70,6.67,2.27,33.33,29.73,0.55,8.51
6933673,2200000000,18.42,2.38,16.67,17.39,0.82,100.00,5.00,4.43,9.28,0.70
6933900,2500000000,45.45,31.03,1.08,-1.00,3.51,14.29,48.89,0.90,13.86,66.01
6933458,3000000000,80.77,23.17,14.29,43.84,10.00,22.94,0.98,38.04,3.03,92.59
6933865,2500000000,0.62,0.64,78.57,5.56,10.94,19.44,48.35,10.00,3.70,0.74
6933877,3000000000,4.55,38.98,7.14,0.75,90.70,1.32,33.33,78.18,30.00,55.15
6933899,3000000000,26.58,50.00,55.00,5.78,25.42,0.52,14.52,33.33,1.49,53.66
6933918,3000000000,71.55,2.50,18.18,28.12,48.39,18.18,18.18,37.21,10.00,-1.00
6933983,3000000000,0.90,55.28,8.75,51.52,0.57,26.32,6.25,7.69,20.00,34.40
6933408,3900000000,45.54,60.00,1.59,16.88,39.24,1.49,34.35,17.74,35.00,58.54
6933473,10000000000,79.20,88.46,65.85,33.33,86.49,64.10,1.28,-1.00,85.11,91.12
6933719,3300000000,56.91,12.50,6.25,7.69,20.00,0.57,44.30,55.17,52.53,40.80
6933998,2100000000,67.74,77.30,12.12,9.28,9.52,26.32,15.15,11.11,11.67,1.20
6933380,2500000000,1.96,0.82,2.46,4.69,8.33,2.38,2.33,5.56,3.45,36.00
6933741,7200340000,77.94,16.67,53.33,65.96,51.02,2.70,0.89,72.09,38.46,70.59
6933815,4000000000,57.89,13.71,49.55,70.00,15.12,65.96,4.00,1.54,18.26,6.67
6933844,3000000000,35.19,15.15,22.22,18.18,71.55,2.50,18.18,86.36,1.22,-1.00
6933967,3900000000,65.35,27.84,1.39,78.05,7.19,24.14,24.66,0.67,73.91,2.76
6933497,2200000000,0.70,6.67,2.27,20.00,84.62,0.55,3.51,33.33,6.67,8.51
6933645,2100000000,10.07,2.15,18.18,4.55,0.65,2.27,5.23,12.77,70.97,-1.00
6933685,9000000000,58.26,97.06,2.13,53.97,5.88,38.71,22.30,52.94,14.29,100.00
6933729,7200340000,50.00,7.69,9.09,77.70,5.00,5.26,10.90,54.14,-1.00,21.13
6933762,3000000000,23.17,54.05,0.98,80.77,38.04,3.03,1.28,-1.00,22.94,14.29
6933942,10000000000,54.08,66.67,70.42,63.77,53.45,87.83,71.43,59.88,69.12,64.42
6933520,2200000000,1.79,45.83,3.03,10.53,7.35,61.90,76.09,10.71,28.12,2.13
6933702,9000000000,47.95,84.85,31.03,7.69,12.18,33.33,54.69,14.29,3.45,51.82
6933743,3000000000,14.29,15.87,100.00,31.55,15.38,20.61,2.13,100.00,5.26,24.09
6933753,3000000000,4.79,72.34,52.46,24.07,17.89,28.57,-1.00,1.49,27.47,2.63
6933767,2300000000,10.00,21.49,2.38,19.79,30.23,48.39,6.25,4.79,18.31,68.00
6933993,2200000000,5.56,13.33,5.26,11.21,21.82,4.80,50.00,93.67,34.21,9.80
6933409,3000000000,33.33,26.58,50.00,5.78,55.00,9.38,14.52,1.49,53.66,25.42
6933451,2100000000,37.62,2.97,0.62,1.61,0.74,0.75,12.00,1.59,1.53,1.30
6933555,2200000000,0.70,-1.00,0.89,61.90,1.79,0.81,14.75,45.05,2.63,2.86
6933778,3000000000,6.25,15.07,18.18,28.12,2.38,10.00,31.40,18.18,37.21,48.39
6933951,2200000000,2.22,86.79,0.89,2.33,45.59,4.35,0.91,2.70,16.67,2.00
6933862,2200000000,3.85,4.00,9.40,1.56,1.05,12.50,18.09,57.22,66.36,20.75
6933679,2200000000,0.54,0.61,1.08,2.44,0.60,0.62,13.04,-1.00,30.95,74.21
6933705,2500000000,45.45,13.86,3.51,14.29,48.89,31.03,66.01,1.08,-1.00,0.90
6933713,2500000000,4.76,14.29,48.89,45.45,66.01,1.08,13.86,31.03,-1.00,3.51
6933721,3000000000,5.56,3.70,26.56,25.00,25.00,40.35,1.48,17.95,31.90,70.83
6933797,10000000000,80.51,62.60,85.06,-1.00,33.33,47.37,-1.00,-1.00,66.92,-1.00
6933418,3000000000,5.78,25.42,14.52,1.49,53.66,50.00,55.00,9.38,33.33,26.58
6933688,3000000000,0.90,55.28,8.75,6.25,67.98,1.08,-1.00,44.83,26.32,51.52
6933788,2100000000,10.17,6.98,16.67,20.00,50.00,5.88,100.00,0.62,0.80,3.03
6933839,3300000000,4.55,20.00,2.44,90.70,1.32,33.33,0.67,78.18,39.83,7.69
6933924,3000000000,-1.00,2.50,18.18,28.12,48.39,18.18,71.55,18.18,37.21,10.00
6933974,3600000000,5.26,31.16,7.14,100.00,45.10,10.00,9.77,20.90,74.51,25.50
6933390,4150987148,48.75,16.53,29.22,11.85,49.50,89.29,38.12,37.31,60.00,-1.00
6933724,2759734681,50.00,24.07,11.76,14.29,45.45,1.85,3.33,32.53,5.80,50.00
6933958,3000000000,43.18,65.00,2.56,62.50,85.43,54.46,12.50,3.70,25.00,36.84
6933926,5000000000,1.56,14.58,62.24,77.83,2.63,65.28,27.22,58.25,0.70,31.15
6933429,2500000000,2.38,2.33,1.96,4.69,3.45,0.82,2.46,36.00,5.56,8.33
6933551,2200000000,18.42,100.00,5.00,4.43,16.67,9.28,17.39,0.82,2.38,0.70
6933554,3718000000,13.12,91.19,57.45,15.48,20.00,14.46,71.43,55.56,58.70,-1.00
6933662,1425282000,10.00,5.56,0.66,4.55,-1.00,42.86,0.62,0.64,1.79,0.78
6933843,2759734681,3.33,50.00,14.29,6.25,2.54,32.53,5.80,11.76,74.51,17.71
6933911,5000000000,0.70,31.15,65.28,14.58,27.22,77.83,2.63,1.56,58.25,62.24
6933443,3000000000,53.66,50.00,25.42,55.00,1.12,27.34,5.71,5.88,5.78,0.52
6933543,3718000000,13.12,57.45,15.48,58.70,14.46,-1.00,20.00,71.43,91.19,55.56
6933604,3000000000,32.65,46.67,43.84,92.59,22.66,23.08,16.67,7.38,17.31,55.56
6933759,3000000000,18.24,26.19,0.80,70.35,66.67,82.61,1.69,29.01,3.03,1.69
6933902,3000000000,43.84,22.94,38.04,80.77,23.17,3.03,10.00,14.29,0.98,54.05
6933693,2200000000,0.64,5.26,-1.00,-1.00,-1.00,-1.00,5.00,-1.00,0.70,8.00
6933938,10000000000,63.64,50.37,59.77,40.00,98.29,100.00,28.57,54.40,85.37,59.26
6933749,10000000000,97.44,62.42,79.69,49.63,3.70,65.28,66.38,55.56,96.43,61.11
6933777,3000000000,6.25,14.41,8.33,73.17,17.65,14.29,74.51,33.33,8.46,10.48
6933913,3000000000,25.61,75.00,15.15,22.22,35.19,18.18,9.52,12.07,86.36,1.22
6933937,4550000000,2.27,43.62,91.40,-1.00,-1.00,10.07,13.95,53.76,14.06,27.27
6933992,2386578227,19.57,0.60,38.10,74.21,55.32,1.08,2.44,0.62,0.61,-1.00
6933996,2500000000,22.22,14.29,45.45,13.86,31.03,11.39,4.76,48.89,66.01,1.08
6933468,3000000000,10.00,38.04,80.77,17.31,55.56,92.59,0.98,43.84,22.94,14.29
6933505,3000000000,24.24,32.14,43.75,1.63,-1.00,-1.00,58.33,91.30,22.81,28.68
6933644,6000000000,53.73,58.75,89.29,41.09,48.51,49.43,31.40,35.06,20.74,55.45
6933773,2500000000,37.25,9.80,3.03,20.90,-1.00,0.81,60.00,77.78,-1.00,0.45
6933916,2500000000,1.08,-1.00,0.90,45.45,13.86,31.03,66.01,3.51,14.29,48.89
6933529,2200000000,2.13,3.03,76.09,7.35,28.12,61.90,1.79,45.83,10.53,10.71
6933716,3000000000,22.94,80.77,3.03,1.28,54.05,10.00,14.29,0.98,38.04,23.17
6933859,3000000000,6.12,39.13,6.90,100.00,69.39,33.33,35.21,20.25,100.00,2.86
6933861,4550000000,69.23,87.50,50.88,78.57,20.00,42.19,37.50,6.67,40.52,25.00
6933548,2200000000,10.99,0.76,0.68,17.02,12.57,7.32,2.63,-1.00,1.49,15.74
6933847,3500000000,2.33,8.33,33.08,20.34,0.58,3.12,17.92,1.05,23.58,61.83
6933781,10000000000,59.77,63.64,100.00,28.57,54.40,85.37,98.29,50.37,59.26,40.00
6933835,2759734681,32.53,5.80,50.00,14.29,74.51,2.54,11.76,17.71,6.25,0.77
6933931,5000000000,40.85,77.78,61.22,23.91,94.74,26.92,73.22,92.45,51.49,2.86
6933474,3000000000,23.17,43.84,10.00,14.29,0.98,80.77,22.94,38.04,3.03,54.05
6933558,2860000000,25.00,0.82,18.37,1.10,0.58,1.54,0.70,22.89,1.35,10.00
6933654,2200000000,33.33,0.68,33.33,1.72,8.84,-1.00,4.52,2.00,1.08,100.00
6933672,2300000000,0.61,11.59,0.53,1.30,-1.00,57.14,0.65,7.69,11.45,0.83
6933677,3000000000,43.62,12.50,3.85,64.43,4.00,9.40,20.31,-1.00,-1.00,-1.00
