block_number,price,percentagePlus1,percentagePlus2,percentagePlus3,percentagePlus4,percentagePlus5,percentagePlus6,percentagePlus7,percentagePlus8,percentagePlus9,percentagePlus10
6933888,3000000000,26.76,27.78,10.00,8.65,11.11,6.25,76.00,56.67,9.72,15.07
6933928,3000000000,97.47,28.57,26.36,48.21,25.00,29.60,75.00,14.71,30.65,32.73
6933424,3000000000,5.26,100.00,24.09,15.38,14.29,15.87,20.61,31.55,2.13,100.00
6933904,3300000000,4.55,39.83,7.69,30.43,0.67,20.00,2.44,0.55,26.19,1.79
6933514,3000000000,32.14,28.68,2.15,12.20,91.30,22.81,43.75,1.63,12.88,58.70
6933553,2300000000,0.55,21.28,3.51,0.70,2.27,85.58,22.22,8.33,20.00,1.06
6933752,3000000000,76.00,27.78,6.25,15.07,26.76,56.67,48.39,10.00,31.40,2.38
6933781,3000000000,0.80,70.35,66.67,22.66,23.08,26.19,3.03,1.69,21.30,32.65
6933787,3000000000,0.62,100.00,32.56,16.67,20.00,33.33,44.12,20.34,9.09,50.00
6933873,3000000000,35.71,33.33,9.09,32.56,2.50,50.00,31.52,44.12,20.34,100.00
6933475,3000000000,41.74,29.41,14.29,100.00,5.26,100.00,2.70,94.12,2.13,15.87
6933583,3900000000,16.92,65.81,9.60,58.54,31.03,25.93,31.31,50.00,14.29,22.22
6933977,2300000000,0.71,30.38,0.64,7.94,33.33,42.11,52.38,0.83,3.45,3.33
6933458,3000000000,1.69,0.80,21.30,1.69,18.24,29.01,26.19,70.35,66.67,3.03
6933500,3000000000,41.74,2.70,0.52,1.12,5.71,17.74,94.12,55.00,27.34,5.88
6933609,8000000000,89.29,31.03,8.33,54.02,65.67,62.50,53.12,60.00,5.56,34.71
6933670,3000000000,71.43,2.15,58.70,-1.00,1.25,90.57,55.32,12.88,12.20,4.82
6933886,3000000000,3.70,27.78,8.65,11.11,12.50,43.18,56.67,10.00,9.72,54.46
6933695,7200340000,42.47,20.00,-1.00,-1.00,-1.00,54.14,-1.00,70.00,5.26,21.13
6933996,3080000000,36.04,58.54,50.00,26.26,17.86,3.23,0.95,20.00,2.22,45.30
6933422,8000000000,65.67,62.50,89.29,45.05,52.24,58.42,54.02,34.71,40.91,22.96
6933554,2860000000,0.76,0.79,36.47,100.00,1.80,75.48,-1.00,14.29,28.95,2.38
6933751,3100000000,10.16,-1.00,0.66,67.03,1.85,-1.00,13.64,10.00,7.01,87.50
6933998,3900000000,17.90,57.35,19.39,33.33,0.55,46.03,35.65,2.44,1.79,63.27
6933740,3000000000,0.68,40.52,0.65,8.14,14.29,4.76,31.82,4.55,2.27,10.07
6933517,3080000000,0.65,18.24,20.61,31.55,51.24,-1.00,1.30,64.29,3.07,82.61
6933611,2420000000,2.00,100.00,38.33,1.72,1.49,27.66,1.08,17.01,-1.00,0.68
6933717,2500000000,3.45,29.79,12.50,14.29,9.40,1.56,2.05,3.85,59.79,4.00
6933783,3000000000,9.09,100.00,1.19,50.00,44.12,20.34,35.71,2.50,31.52,33.33
6933505,3000000000,21.30,32.65,23.08,46.67,55.56,1.69,22.66,16.67,7.38,17.31
6933690,2386578227,0.61,38.10,0.62,0.60,-1.00,31.25,0.54,1.08,2.44,19.57
6933736,4000000000,20.00,72.41,5.00,-1.00,10.56,68.00,34.25,70.59,49.04,5.26
6933448,3000000000,-1.00,0.65,3.07,18.24,1.69,26.19,64.29,82.61,29.01,0.80
6933473,3000000000,-1.00,88.17,20.00,27.38,6.98,1.28,0.64,52.00,38.30,5.00
6933558,2500000000,2.86,22.95,45.05,2.27,40.00,86.54,0.70,45.83,32.43,0.81
6933743,3000000000,18.18,37.21,10.00,-1.00,-1.00,28.12,48.39,31.40,2.38,-1.00
6933927,3900000000,47.62,-1.00,44.44,2.76,12.35,56.25,31.82,34.31,34.72,24.14
6933966,3080000000,25.00,62.50,1.19,35.71,2.56,36.84,85.43,2.50,50.00,31.52
6933401,4000000000,-1.00,36.67,1.49,68.29,50.00,-1.00,39.24,16.18,32.20,-1.00
6933559,2500000000,11.34,0.70,0.82,2.38,100.00,5.00,6.33,16.67,26.32,22.83
6933677,3110000000,0.57,36.00,41.77,53.45,31.34,7.69,20.00,41.67,3.03,77.78
6933753,2500000000,29.79,4.00,9.40,1.56,3.45,12.50,3.85,59.79,14.29,2.05
6933791,3000000000,50.00,32.56,2.50,31.52,33.33,44.12,20.34,9.09,100.00,35.71
6933866,3900000000,0.91,65.35,27.84,24.66,1.39,78.05,33.33,0.67,-1.00,-1.00
6933918,3900000000,0.67,1.39,2.76,33.33,65.35,27.84,24.66,78.05,7.19,73.91
6933732,4550000000,40.52,87.50,50.88,20.00,37.50,6.67,69.23,25.00,78.57,43.53
6933754,3000000000,86.36,35.19,0.94,25.61,12.07,1.22,15.15,28.85,9.52,75.00
6933839,3000000000,4.76,4.55,2.27,8.14,15.96,0.68,40.52,31.82,0.65,10.07
6933932,3080000000,62.50,85.43,1.19,33.33,44.12,20.34,35.71,2.50,50.00,31.52
6933416,4150987148,60.00,1.59,18.12,21.77,38.33,49.50,40.46,39.24,1.49,68.29
6933773,4000000000,65.31,15.12,1.54,65.96,13.71,1.10,70.00,4.00,57.89,18.26
6934001,4550000000,6.67,40.52,87.50,89.29,11.11,37.50,69.23,25.00,3.70,42.19
6933607,3000000000,59.57,0.00,0.89,16.67,20.00,52.94,2.70,9.30,60.29,12.82
6933735,3000000000,20.00,59.57,12.82,0.68,31.82,52.94,25.51,14.29,4.76,40.52
6933946,4500000000,-1.00,11.11,82.61,61.90,58.04,34.09,46.83,3.45,41.38,16.05
6933587,3000000000,1.28,80.77,3.03,0.98,38.04,23.17,54.05,-1.00,22.94,14.29
6933702,9000000000,31.69,47.95,60.00,70.00,20.00,79.41,75.86,46.51,42.86,79.07
6933903,9000000000,81.82,53.09,27.81,55.32,38.33,80.00,62.98,14.29,27.27,31.09
6933801,3000000000,33.33,20.34,16.67,20.00,31.52,9.09,100.00,32.56,50.00,44.12
6933508,2860000000,40.62,2.44,-1.00,-1.00,13.16,14.71,6.13,2.15,19.64,0.54
6933706,3000000000,38.04,23.17,54.05,0.64,52.00,0.98,80.77,3.03,1.28,-1.00
6933595,2300000000,21.28,2.27,85.58,39.58,32.43,3.51,0.70,8.33,20.00,0.81
6933518,3000000000,23.17,54.05,1.28,0.64,52.00,38.30,3.03,-1.00,88.17,5.00
6933566,3900000000,15.65,3.23,-1.00,10.66,6.67,46.85,25.00,67.48,-1.00,-1.00
6933681,3080000000,1.64,43.37,1.10,9.88,21.65,6.34,38.78,10.00,31.52,1.35
6933859,4550000000,78.02,11.11,3.70,42.19,37.50,0.66,10.00,11.73,15.29,89.29
6934008,4500000000,14.29,25.37,100.00,56.86,10.00,32.21,59.67,44.44,86.27,5.26
6933925,2386578227,2.63,0.69,0.63,75.47,0.70,10.20,19.67,22.22,1.56,33.01
6933979,2500000000,45.56,64.71,33.33,23.81,2.33,7.64,96.97,1.06,48.28,12.87
6933586,2860000000,36.47,2.38,100.00,14.29,28.95,0.76,0.79,1.80,75.48,-1.00
6933608,2500000000,1.06,23.81,2.33,12.87,45.56,96.97,48.28,7.64,64.71,33.33
6933854,3000000000,36.51,4.76,25.00,40.35,20.00,34.12,70.83,64.29,2.78,27.85
6933895,4500000000,93.90,41.38,16.05,61.90,58.04,11.11,82.61,3.45,-1.00,34.09
6933953,2386578227,-1.00,1.47,78.79,15.56,1.41,11.03,10.71,1.16,84.21,8.76
6933960,3000000000,50.00,75.00,15.62,61.75,90.57,22.54,37.62,2.33,1.47,66.67
6933466,6000000000,35.06,20.74,48.51,60.00,1.59,25.00,41.09,55.45,51.91,31.45
6933542,3000000000,54.05,1.28,38.30,88.17,-1.00,0.64,52.00,5.00,20.00,27.38
6933616,3000000000,4.55,2.27,52.94,25.51,14.29,0.68,4.76,40.52,31.82,0.65
6933686,7000000000,49.59,73.33,37.25,7.14,1.05,-1.00,58.82,58.27,81.31,56.60
6933747,7000000000,26.56,31.82,2.27,10.07,93.55,-1.00,11.04,42.44,59.57,63.44
6934007,4000000000,-1.00,32.95,44.44,78.26,3.45,52.38,56.25,36.27,34.48,15.43
6933602,3000000000,3.07,82.61,18.24,1.69,66.67,0.65,29.01,26.19,0.80,70.35
6933638,4550000000,25.00,11.11,42.19,6.67,69.23,40.52,87.50,89.29,3.70,37.50
6933708,4000000000,34.25,20.00,72.41,31.43,67.44,70.59,36.05,48.89,26.40,50.00
6933929,4500000000,14.29,25.37,32.21,5.26,59.67,44.44,100.00,56.86,10.00,86.27
6933398,4150987148,68.29,38.33,39.24,1.49,40.46,18.12,21.77,49.50,60.00,1.59
6933720,3000000000,3.03,21.30,22.66,16.67,7.38,1.69,32.65,23.08,46.67,17.31
6933897,3900000000,31.82,44.44,34.31,34.72,53.33,12.35,-1.00,56.25,24.14,47.62
6933520,3000000000,54.05,1.28,88.17,20.00,-1.00,0.64,52.00,38.30,5.00,27.38
6933644,2386578227,0.54,1.08,19.57,0.60,0.62,31.25,0.61,2.44,-1.00,38.10
6933711,3000000000,29.41,14.29,100.00,41.74,2.70,94.12,2.13,15.87,5.26,100.00
6933597,2420000000,7.56,2.38,2.63,0.79,16.47,-1.00,21.05,0.76,1.80,74.84
6933599,2420000000,8.13,0.79,1.80,74.84,2.63,0.76,16.47,-1.00,7.56,21.05
6933627,2860000000,1.72,19.73,61.70,21.86,13.01,-1.00,0.68,1.49,14.29,23.15
6933810,3000000000,17.74,94.12,29.41,1.12,27.34,5.71,5.88,41.74,2.70,14.29
6933937,3000000000,97.47,30.65,25.49,29.60,75.00,26.36,48.21,32.73,14.71,28.57
6933891,3000000000,52.94,0.89,9.30,60.29,59.57,12.82,0.00,2.70,16.67,20.00
6933691,2860000000,1.08,19.73,-1.00,0.68,1.49,61.70,21.86,100.00,48.33,1.72
6933989,3900000000,44.93,100.00,16.43,2.78,33.33,45.07,31.90,15.52,100.00,69.39
6933521,2386578227,0.62,0.54,0.61,1.08,2.44,-1.00,31.25,19.57,0.60,38.10
6933645,3000000000,44.83,26.32,55.28,-1.00,-1.00,67.98,1.08,-1.00,0.90,-1.00
6933725,3000000000,51.52,3.33,17.39,50.00,17.65,14.29,11.11,49.40,74.51,33.33
6933758,3000000000,46.67,7.38,17.31,10.00,14.29,0.98,55.56,92.59,43.84,22.94
6933956,3000000000,55.00,0.52,27.34,5.71,25.42,5.78,1.12,5.88,17.74,50.00
6933436,3000000000,70.35,66.67,-1.00,-1.00,18.24,1.69,29.01,26.19,0.80,-1.00
6933504,3000000000,17.82,50.00,13.38,0.00,20.00,27.38,6.98,55.17,70.59,1.06
6933907,4500000000,7.14,60.00,100.00,56.86,32.21,5.26,36.23,10.00,86.27,18.80
6933951,3000000000,71.43,90.57,55.32,53.33,100.00,1.25,14.19,2.00,5.38,55.00
6933528,2386578227,31.25,0.54,0.61,2.44,-1.00,1.08,19.57,0.60,38.10,0.62
6933580,3900000000,58.54,25.93,16.92,65.81,31.31,22.22,9.60,50.00,14.29,31.03
6933687,3900000000,6.67,46.85,3.23,0.95,54.39,15.65,10.66,4.00,25.00,67.48
6933705,2860000000,1.08,-1.00,61.70,21.86,100.00,48.33,1.72,19.73,0.68,1.49
6933841,3600000000,5.26,31.16,56.62,33.33,7.14,9.77,60.00,90.70,1.99,85.45
6933884,3000000000,3.45,30.00,7.69,0.64,9.09,52.52,5.00,35.03,-1.00,5.26
6933419,3000000000,14.29,2.13,15.87,100.00,5.26,100.00,24.09,-1.00,-1.00,-1.00
6933526,3080000000,82.61,18.24,1.69,31.55,51.24,64.29,-1.00,0.65,3.07,1.30
6933806,3000000000,11.11,17.39,17.65,33.33,51.52,3.33,49.40,50.00,14.29,74.51
6933817,3000000000,-1.00,2.38,16.67,48.24,76.77,26.89,36.84,100.00,5.00,26.58
6933838,3000000000,5.26,100.00,2.70,94.12,29.41,100.00,14.29,2.13,15.87,24.09
6933963,3000000000,20.00,6.98,55.17,50.00,70.59,0.00,5.00,27.38,17.82,13.38
6933390,4150987148,37.31,49.50,60.00,89.29,29.22,11.85,38.12,-1.00,-1.00,-1.00
6933576,3000000000,26.58,16.67,5.63,31.52,1.64,42.17,36.73,5.00,1.35,21.65
6933615,2420000000,2.63,16.47,7.56,21.05,2.38,0.76,0.79,1.80,74.84,-1.00
6933877,3600000000,0.67,56.62,4.55,7.69,85.45,46.61,20.00,90.70,1.99,33.33
6933426,3000000000,100.00,100.00,24.09,20.61,31.55,15.87,2.13,5.26,15.38,14.29
6933468,3000000000,41.74,2.70,2.13,100.00,100.00,94.12,29.41,14.29,15.87,5.26
6933834,3900000000,20.90,100.00,74.51,45.10,10.00,26.17,50.00,56.91,14.29,39.51
6933836,3080000000,2.50,50.00,33.33,20.34,62.50,85.43,1.19,35.71,31.52,44.12
6933837,3000000000,0.65,82.61,0.80,26.19,64.29,-1.00,3.07,18.24,1.69,29.01
6933861,3000000000,1.05,64.43,4.00,20.31,14.29,35.85,43.62,12.50,3.85,9.40
6933881,3000000000,14.29,38.04,23.17,3.03,1.28,-1.00,22.94,0.98,80.77,54.05
6933394,4150987148,40.46,18.12,21.77,-1.00,-1.00,-1.00,49.50,60.00,1.59,-1.00
6933418,3000000000,100.00,100.00,14.29,15.87,-1.00,-1.00,-1.00,-1.00,2.13,5.26
6933492,3000000000,29.01,0.80,64.29,-1.00,0.65,3.07,18.24,82.61,1.69,26.19
6933503,2300000000,3.51,20.00,85.58,0.81,0.70,0.70,8.33,2.27,39.58,32.43
6933532,2750000000,50.00,32.43,0.70,2.86,44.26,45.05,-1.00,0.81,0.89,2.63
6933905,3000000000,14.29,2.13,15.87,5.26,100.00,2.70,94.12,29.41,100.00,24.09
6933945,4500000000,82.61,41.38,61.90,34.09,93.90,11.11,3.45,16.05,-1.00,58.04
6934000,3000000000,54.05,0.64,38.30,88.17,5.00,23.17,1.28,-1.00,52.00,3.03
6933722,3100000000,70.83,34.12,1.48,31.90,40.35,64.29,20.00,2.78,20.51,25.00
6933449,3000000000,29.01,26.19,66.67,21.30,22.66,1.69,0.80,70.35,3.03,1.69
6933453,3000000000,1.69,18.24,1.69,0.80,70.35,66.67,3.03,21.30,29.01,26.19
6933700,3900000000,6.67,46.85,25.00,11.63,54.39,10.66,15.65,1.54,64.89,4.00
6933856,3000000000,1.54,59.57,4.00,42.17,1.35,36.73,1.10,10.00,9.88,1.64
6933776,3000000000,2.70,9.30,60.29,16.67,20.00,2.22,12.73,0.00,0.89,59.57
6933965,3000000000,22.54,94.74,9.42,61.75,90.57,66.67,37.62,2.86,38.78,5.77
6933437,3080000000,-1.00,0.65,3.07,82.61,18.24,1.30,51.24,64.29,1.69,29.77
6933460,3000000000,-1.00,-1.00,-1.00,38.04,54.05,1.28,-1.00,80.77,23.17,3.03
6933729,3000000000,8.75,0.57,34.40,55.28,51.52,6.25,7.69,20.00,41.77,53.45
6933768,2500000000,3.51,12.87,45.56,64.71,1.06,33.33,0.55,7.64,96.97,29.79
6933823,3000000000,43.18,2.56,36.84,62.50,85.43,1.19,12.50,3.70,65.00,25.00
6933954,4000000000,18.12,21.77,39.24,1.49,68.29,50.00,16.18,38.93,36.67,1.59
6933976,3000000000,42.59,11.11,3.33,49.40,17.65,50.00,51.52,17.39,50.00,14.29
6933479,8000000000,53.12,31.03,54.02,89.29,60.00,5.56,8.33,65.67,62.50,34.71
6933497,2860000000,-1.00,-1.00,0.89,76.19,2.13,-1.00,45.05,2.63,1.79,-1.00
6933662,3000000000,1.10,9.88,59.57,42.17,36.73,10.00,1.54,4.00,1.64,1.35
6933822,4500000000,-1.00,44.44,25.37,100.00,56.86,10.00,32.21,-1.00,-1.00,86.27
6933969,3000000000,2.50,28.12,37.21,15.15,22.22,71.55,18.18,18.18,-1.00,18.18
6933544,3000000000,2.15,58.70,4.82,-1.00,90.57,55.32,53.33,12.20,71.43,1.25
6933565,2860000000,22.89,1.35,0.58,1.54,0.70,25.00,0.82,18.37,1.10,10.00
6933657,4550000000,89.29,42.19,6.67,87.50,40.52,15.29,11.11,3.70,37.50,69.23
6933880,7037536711,67.63,3.12,2.33,43.75,42.28,58.47,0.58,50.87,8.33,1.05
6933913,3000000000,50.00,21.78,1.08,26.32,0.90,8.75,44.83,67.98,-1.00,55.28
6933696,3000000000,32.14,28.68,12.88,1.63,2.15,12.20,58.70,91.30,22.81,43.75
6933808,3110000000,64.44,21.57,7.14,75.70,12.50,47.06,49.61,35.85,1.05,45.74
6933944,7037536711,50.87,43.75,1.05,42.28,0.58,2.33,8.33,58.47,67.63,3.12
6933959,3000000000,20.34,9.09,20.00,50.00,0.62,100.00,32.56,16.67,0.80,70.00
6933742,3000000000,76.77,2.38,5.00,16.67,48.24,-1.00,26.89,36.84,100.00,26.58
6933574,4000000000,36.67,39.24,68.29,50.00,60.00,18.12,21.77,1.59,38.93,1.49
6933749,3000000000,6.25,15.07,27.78,56.67,-1.00,-1.00,26.76,76.00,-1.00,-1.00
6933804,2759734681,1.22,1.19,8.33,0.95,65.85,19.23,0.94,6.25,2.54,0.77
6933860,7200340000,11.11,17.09,13.25,35.00,41.32,18.18,31.09,52.13,81.82,70.00
6933865,6000000000,49.43,31.40,89.29,35.06,60.00,5.56,8.33,53.73,58.75,20.74
6933381,8000000000,53.12,31.03,60.00,65.67,-1.00,5.56,8.33,54.02,-1.00,-1.00
6933386,8000000000,54.02,34.71,-1.00,-1.00,65.67,62.50,89.29,40.91,22.96,-1.00
6933522,3000000000,1.69,26.19,66.67,3.03,3.07,82.61,18.24,29.01,0.80,70.35
6933750,3080000000,0.65,3.07,82.61,18.24,1.69,1.30,51.24,64.29,-1.00,29.77
6933882,3000000000,20.34,100.00,16.67,20.00,50.00,0.62,33.33,44.12,9.09,32.56
6933585,2420000000,17.01,0.68,2.00,100.00,38.33,1.49,27.66,1.08,1.72,-1.00
6933684,3900000000,67.48,54.39,15.65,10.66,3.23,0.95,20.00,6.67,46.85,25.00
6933874,7200340000,70.00,20.00,79.41,72.41,40.00,5.26,21.13,55.56,42.47,44.19
6933981,2300000000,0.69,0.63,31.07,31.03,22.22,1.56,2.63,5.56,0.79,19.67
6933538,8000000000,8.33,65.67,34.71,89.29,60.00,31.03,5.56,54.02,62.50,53.12
6933672,3000000000,26.19,0.80,21.30,22.66,23.08,70.35,66.67,3.03,1.69,32.65
6933869,3000000000,31.52,33.33,32.56,20.00,50.00,44.12,20.34,9.09,100.00,16.67
6933993,2860000000,47.54,45.05,-1.00,2.13,58.33,3.03,0.89,2.63,76.19,1.79
6933383,8000000000,31.03,60.00,5.56,54.02,62.50,34.71,-1.00,53.12,65.67,8.33
6933389,8000000000,65.67,62.50,53.12,5.56,54.02,34.71,89.29,31.03,60.00,8.33
6933509,2300000000,8.33,85.58,39.58,0.70,2.86,0.70,2.27,20.00,32.43,0.81
6933665,4550000000,10.00,89.29,11.11,3.70,0.66,78.02,11.73,15.29,42.19,37.50
6933731,2860000000,2.63,76.19,3.03,13.16,19.64,0.89,1.79,2.13,58.33,84.78
6933940,3000000000,33.33,9.09,50.00,32.56,16.67,20.00,31.52,44.12,20.34,100.00
6933950,3000000000,71.55,-1.00,18.18,86.36,1.22,35.19,22.22,15.15,18.18,2.50
6933488,2500000000,96.97,1.06,33.33,48.28,45.56,7.64,64.71,23.81,2.33,12.87
6933547,3000000000,0.98,38.04,80.77,10.00,22.94,14.29,54.05,43.84,23.17,3.03
6933562,5000000000,2.33,1.96,45.90,24.63,35.94,17.24,60.00,5.56,8.33,45.98
6933788,3000000000,11.11,9.72,12.50,3.70,65.00,10.00,8.65,25.00,54.46,43.18
